,Unnamed: 0,Reference,Bibliography,Instance number,First Layer,Counter Electrode,Reference Electrode,WE area(cm2),Power(W),Wavelength(nm),Intensity(mW/cm2),AM1.5G,ElectrolyteType,Electrolyte Molarity (M),pH,BandGap(eV),Bias vs what,Experimental Bias (V),correction factor, RHE bias (V vs RHE),PhotocurrentDensity(mA/cm2)
5819,9494,177,"Zhang H, Liu X, Li Y, Sun Q, Wang Y, Wood BJ, et al. Vertically aligned nanorod-like rutile TiO 2 single crystal nanowire bundles with superior electron transport and photoelectrocatalytic properties. J Mater Chem 2012;22:2465–72. https://doi.org/10.1039/c2jm15546j.",91,TiO,Pt gauze,Ag/AgCl,0.2826,150,410,7.5,0,NaNO3,0.1,7,3.26,Ag/AgCl,0.692,0.197,1.302,1.53
5820,9495,177,"Zhang H, Liu X, Li Y, Sun Q, Wang Y, Wood BJ, et al. Vertically aligned nanorod-like rutile TiO 2 single crystal nanowire bundles with superior electron transport and photoelectrocatalytic properties. J Mater Chem 2012;22:2465–72. https://doi.org/10.1039/c2jm15546j.",91,TiO,Pt gauze,Ag/AgCl,0.2826,150,410,7.5,0,NaNO3,0.1,7,3.26,Ag/AgCl,0.809,0.197,1.419,1.58
5821,9496,177,"Zhang H, Liu X, Li Y, Sun Q, Wang Y, Wood BJ, et al. Vertically aligned nanorod-like rutile TiO 2 single crystal nanowire bundles with superior electron transport and photoelectrocatalytic properties. J Mater Chem 2012;22:2465–72. https://doi.org/10.1039/c2jm15546j.",91,TiO,Pt gauze,Ag/AgCl,0.2826,150,410,7.5,0,NaNO3,0.1,7,3.26,Ag/AgCl,0.898,0.197,1.508,1.61
5822,9497,177,"Zhang H, Liu X, Li Y, Sun Q, Wang Y, Wood BJ, et al. Vertically aligned nanorod-like rutile TiO 2 single crystal nanowire bundles with superior electron transport and photoelectrocatalytic properties. J Mater Chem 2012;22:2465–72. https://doi.org/10.1039/c2jm15546j.",91,TiO,Pt gauze,Ag/AgCl,0.2826,150,410,7.5,0,NaNO3,0.1,7,3.26,Ag/AgCl,1.01,0.197,1.62,1.65
5823,9498,177,"Zhang H, Liu X, Li Y, Sun Q, Wang Y, Wood BJ, et al. Vertically aligned nanorod-like rutile TiO 2 single crystal nanowire bundles with superior electron transport and photoelectrocatalytic properties. J Mater Chem 2012;22:2465–72. https://doi.org/10.1039/c2jm15546j.",91,TiO,Pt gauze,Ag/AgCl,0.2826,150,410,7.5,0,NaNO3,0.1,7,3.26,Ag/AgCl,1.1,0.197,1.71,1.65
5824,9499,177,"Zhang H, Liu X, Li Y, Sun Q, Wang Y, Wood BJ, et al. Vertically aligned nanorod-like rutile TiO 2 single crystal nanowire bundles with superior electron transport and photoelectrocatalytic properties. J Mater Chem 2012;22:2465–72. https://doi.org/10.1039/c2jm15546j.",91,TiO,Pt gauze,Ag/AgCl,0.2826,150,410,7.5,0,NaNO3,0.1,7,3.26,Ag/AgCl,1.2,0.197,1.81,1.67
5825,9500,177,"Zhang H, Liu X, Li Y, Sun Q, Wang Y, Wood BJ, et al. Vertically aligned nanorod-like rutile TiO 2 single crystal nanowire bundles with superior electron transport and photoelectrocatalytic properties. J Mater Chem 2012;22:2465–72. https://doi.org/10.1039/c2jm15546j.",91,TiO,Pt gauze,Ag/AgCl,0.2826,150,410,7.5,0,NaNO3,0.1,7,3.26,Ag/AgCl,1.3,0.197,1.91,1.67
5826,9501,177,"Zhang H, Liu X, Li Y, Sun Q, Wang Y, Wood BJ, et al. Vertically aligned nanorod-like rutile TiO 2 single crystal nanowire bundles with superior electron transport and photoelectrocatalytic properties. J Mater Chem 2012;22:2465–72. https://doi.org/10.1039/c2jm15546j.",91,TiO,Pt gauze,Ag/AgCl,0.2826,150,410,7.5,0,NaNO3,0.1,7,3.26,Ag/AgCl,1.39,0.197,2,1.68
5827,9502,177,"Zhang H, Liu X, Li Y, Sun Q, Wang Y, Wood BJ, et al. Vertically aligned nanorod-like rutile TiO 2 single crystal nanowire bundles with superior electron transport and photoelectrocatalytic properties. J Mater Chem 2012;22:2465–72. https://doi.org/10.1039/c2jm15546j.",91,TiO,Pt gauze,Ag/AgCl,0.2826,150,410,7.5,0,NaNO3,0.1,7,3.26,Ag/AgCl,1.5,0.197,2.11,1.69
5828,9503,177,"Zhang H, Liu X, Li Y, Sun Q, Wang Y, Wood BJ, et al. Vertically aligned nanorod-like rutile TiO 2 single crystal nanowire bundles with superior electron transport and photoelectrocatalytic properties. J Mater Chem 2012;22:2465–72. https://doi.org/10.1039/c2jm15546j.",92,TiO,Pt gauze,Ag/AgCl,0.2826,150,410,8.7,0,NaNO3,0.1,7,3.26,Ag/AgCl,0.103,0.197,0.713,0.633
5829,9504,177,"Zhang H, Liu X, Li Y, Sun Q, Wang Y, Wood BJ, et al. Vertically aligned nanorod-like rutile TiO 2 single crystal nanowire bundles with superior electron transport and photoelectrocatalytic properties. J Mater Chem 2012;22:2465–72. https://doi.org/10.1039/c2jm15546j.",92,TiO,Pt gauze,Ag/AgCl,0.2826,150,410,8.7,0,NaNO3,0.1,7,3.26,Ag/AgCl,0.209,0.197,0.819,0.983
5830,9505,177,"Zhang H, Liu X, Li Y, Sun Q, Wang Y, Wood BJ, et al. Vertically aligned nanorod-like rutile TiO 2 single crystal nanowire bundles with superior electron transport and photoelectrocatalytic properties. J Mater Chem 2012;22:2465–72. https://doi.org/10.1039/c2jm15546j.",92,TiO,Pt gauze,Ag/AgCl,0.2826,150,410,8.7,0,NaNO3,0.1,7,3.26,Ag/AgCl,0.318,0.197,0.928,1.3
5831,9506,177,"Zhang H, Liu X, Li Y, Sun Q, Wang Y, Wood BJ, et al. Vertically aligned nanorod-like rutile TiO 2 single crystal nanowire bundles with superior electron transport and photoelectrocatalytic properties. J Mater Chem 2012;22:2465–72. https://doi.org/10.1039/c2jm15546j.",92,TiO,Pt gauze,Ag/AgCl,0.2826,150,410,8.7,0,NaNO3,0.1,7,3.26,Ag/AgCl,0.407,0.197,1.017,1.54
5832,9507,177,"Zhang H, Liu X, Li Y, Sun Q, Wang Y, Wood BJ, et al. Vertically aligned nanorod-like rutile TiO 2 single crystal nanowire bundles with superior electron transport and photoelectrocatalytic properties. J Mater Chem 2012;22:2465–72. https://doi.org/10.1039/c2jm15546j.",92,TiO,Pt gauze,Ag/AgCl,0.2826,150,410,8.7,0,NaNO3,0.1,7,3.26,Ag/AgCl,0.523,0.197,1.133,1.71
5833,9508,177,"Zhang H, Liu X, Li Y, Sun Q, Wang Y, Wood BJ, et al. Vertically aligned nanorod-like rutile TiO 2 single crystal nanowire bundles with superior electron transport and photoelectrocatalytic properties. J Mater Chem 2012;22:2465–72. https://doi.org/10.1039/c2jm15546j.",92,TiO,Pt gauze,Ag/AgCl,0.2826,150,410,8.7,0,NaNO3,0.1,7,3.26,Ag/AgCl,0.612,0.197,1.222,1.81
5834,9509,177,"Zhang H, Liu X, Li Y, Sun Q, Wang Y, Wood BJ, et al. Vertically aligned nanorod-like rutile TiO 2 single crystal nanowire bundles with superior electron transport and photoelectrocatalytic properties. J Mater Chem 2012;22:2465–72. https://doi.org/10.1039/c2jm15546j.",92,TiO,Pt gauze,Ag/AgCl,0.2826,150,410,8.7,0,NaNO3,0.1,7,3.26,Ag/AgCl,0.704,0.197,1.314,1.9
5835,9510,177,"Zhang H, Liu X, Li Y, Sun Q, Wang Y, Wood BJ, et al. Vertically aligned nanorod-like rutile TiO 2 single crystal nanowire bundles with superior electron transport and photoelectrocatalytic properties. J Mater Chem 2012;22:2465–72. https://doi.org/10.1039/c2jm15546j.",92,TiO,Pt gauze,Ag/AgCl,0.2826,150,410,8.7,0,NaNO3,0.1,7,3.26,Ag/AgCl,0.818,0.197,1.428,1.95
5836,9511,177,"Zhang H, Liu X, Li Y, Sun Q, Wang Y, Wood BJ, et al. Vertically aligned nanorod-like rutile TiO 2 single crystal nanowire bundles with superior electron transport and photoelectrocatalytic properties. J Mater Chem 2012;22:2465–72. https://doi.org/10.1039/c2jm15546j.",92,TiO,Pt gauze,Ag/AgCl,0.2826,150,410,8.7,0,NaNO3,0.1,7,3.26,Ag/AgCl,0.904,0.197,1.514,1.97
5837,9512,177,"Zhang H, Liu X, Li Y, Sun Q, Wang Y, Wood BJ, et al. Vertically aligned nanorod-like rutile TiO 2 single crystal nanowire bundles with superior electron transport and photoelectrocatalytic properties. J Mater Chem 2012;22:2465–72. https://doi.org/10.1039/c2jm15546j.",92,TiO,Pt gauze,Ag/AgCl,0.2826,150,410,8.7,0,NaNO3,0.1,7,3.26,Ag/AgCl,1.01,0.197,1.62,2
5838,9513,177,"Zhang H, Liu X, Li Y, Sun Q, Wang Y, Wood BJ, et al. Vertically aligned nanorod-like rutile TiO 2 single crystal nanowire bundles with superior electron transport and photoelectrocatalytic properties. J Mater Chem 2012;22:2465–72. https://doi.org/10.1039/c2jm15546j.",92,TiO,Pt gauze,Ag/AgCl,0.2826,150,410,8.7,0,NaNO3,0.1,7,3.26,Ag/AgCl,1.11,0.197,1.72,2.01
5839,9514,177,"Zhang H, Liu X, Li Y, Sun Q, Wang Y, Wood BJ, et al. Vertically aligned nanorod-like rutile TiO 2 single crystal nanowire bundles with superior electron transport and photoelectrocatalytic properties. J Mater Chem 2012;22:2465–72. https://doi.org/10.1039/c2jm15546j.",92,TiO,Pt gauze,Ag/AgCl,0.2826,150,410,8.7,0,NaNO3,0.1,7,3.26,Ag/AgCl,1.19,0.197,1.8,2.07
5840,9515,177,"Zhang H, Liu X, Li Y, Sun Q, Wang Y, Wood BJ, et al. Vertically aligned nanorod-like rutile TiO 2 single crystal nanowire bundles with superior electron transport and photoelectrocatalytic properties. J Mater Chem 2012;22:2465–72. https://doi.org/10.1039/c2jm15546j.",92,TiO,Pt gauze,Ag/AgCl,0.2826,150,410,8.7,0,NaNO3,0.1,7,3.26,Ag/AgCl,1.3,0.197,1.91,2.07
5841,9516,177,"Zhang H, Liu X, Li Y, Sun Q, Wang Y, Wood BJ, et al. Vertically aligned nanorod-like rutile TiO 2 single crystal nanowire bundles with superior electron transport and photoelectrocatalytic properties. J Mater Chem 2012;22:2465–72. https://doi.org/10.1039/c2jm15546j.",92,TiO,Pt gauze,Ag/AgCl,0.2826,150,410,8.7,0,NaNO3,0.1,7,3.26,Ag/AgCl,1.41,0.197,2.02,2.09
5842,9517,177,"Zhang H, Liu X, Li Y, Sun Q, Wang Y, Wood BJ, et al. Vertically aligned nanorod-like rutile TiO 2 single crystal nanowire bundles with superior electron transport and photoelectrocatalytic properties. J Mater Chem 2012;22:2465–72. https://doi.org/10.1039/c2jm15546j.",92,TiO,Pt gauze,Ag/AgCl,0.2826,150,410,8.7,0,NaNO3,0.1,7,3.26,Ag/AgCl,1.49,0.197,2.1,2.09
5843,9518,178,"Shen S, Jiang J, Guo P, Guo L. Facile growth of porous hematite films for photoelectrochemical water splitting. Int J Photoenergy 2013;2013:1–9. https://doi.org/10.1155/2013/174982.",397,FeO,Pt,Ag/AgCl,1,300,410,100,1,NaCl,0.5,6.7,2.2,Ag/AgCl,1.4,0.197,1.9923,0.325
5844,9519,178,"Shen S, Jiang J, Guo P, Guo L. Facile growth of porous hematite films for photoelectrochemical water splitting. Int J Photoenergy 2013;2013:1–9. https://doi.org/10.1155/2013/174982.",397,FeO,Pt,Ag/AgCl,1,300,410,100,1,NaCl,0.5,6.7,2.2,Ag/AgCl,1.3,0.197,1.8923,0.25
5845,9520,178,"Shen S, Jiang J, Guo P, Guo L. Facile growth of porous hematite films for photoelectrochemical water splitting. Int J Photoenergy 2013;2013:1–9. https://doi.org/10.1155/2013/174982.",397,FeO,Pt,Ag/AgCl,1,300,410,100,1,NaCl,0.5,6.7,2.2,Ag/AgCl,1.2,0.197,1.7923,0.2
5846,9521,178,"Shen S, Jiang J, Guo P, Guo L. Facile growth of porous hematite films for photoelectrochemical water splitting. Int J Photoenergy 2013;2013:1–9. https://doi.org/10.1155/2013/174982.",397,FeO,Pt,Ag/AgCl,1,300,410,100,1,NaCl,0.5,6.7,2.2,Ag/AgCl,1.1,0.197,1.6923,0.17
5847,9522,178,"Shen S, Jiang J, Guo P, Guo L. Facile growth of porous hematite films for photoelectrochemical water splitting. Int J Photoenergy 2013;2013:1–9. https://doi.org/10.1155/2013/174982.",397,FeO,Pt,Ag/AgCl,1,300,410,100,1,NaCl,0.5,6.7,2.2,Ag/AgCl,1,0.197,1.5923,0.16
5848,9523,178,"Shen S, Jiang J, Guo P, Guo L. Facile growth of porous hematite films for photoelectrochemical water splitting. Int J Photoenergy 2013;2013:1–9. https://doi.org/10.1155/2013/174982.",397,FeO,Pt,Ag/AgCl,1,300,410,100,1,NaCl,0.5,6.7,2.2,Ag/AgCl,0.9,0.197,1.4923,0.12
5849,9524,178,"Shen S, Jiang J, Guo P, Guo L. Facile growth of porous hematite films for photoelectrochemical water splitting. Int J Photoenergy 2013;2013:1–9. https://doi.org/10.1155/2013/174982.",397,FeO,Pt,Ag/AgCl,1,300,410,100,1,NaCl,0.5,6.7,2.2,Ag/AgCl,0.8,0.197,1.3923,0.1
5850,9525,178,"Shen S, Jiang J, Guo P, Guo L. Facile growth of porous hematite films for photoelectrochemical water splitting. Int J Photoenergy 2013;2013:1–9. https://doi.org/10.1155/2013/174982.",397,FeO,Pt,Ag/AgCl,1,300,410,100,1,NaCl,0.5,6.7,2.2,Ag/AgCl,0.7,0.197,1.2923,0.07
5851,9526,178,"Shen S, Jiang J, Guo P, Guo L. Facile growth of porous hematite films for photoelectrochemical water splitting. Int J Photoenergy 2013;2013:1–9. https://doi.org/10.1155/2013/174982.",397,FeO,Pt,Ag/AgCl,1,300,410,100,1,NaCl,0.5,6.7,2.2,Ag/AgCl,0.6,0.197,1.1923,0.005
5852,9527,178,"Shen S, Jiang J, Guo P, Guo L. Facile growth of porous hematite films for photoelectrochemical water splitting. Int J Photoenergy 2013;2013:1–9. https://doi.org/10.1155/2013/174982.",397,FeO,Pt,Ag/AgCl,1,300,410,100,1,NaCl,0.5,6.7,2.2,Ag/AgCl,0.5,0.197,1.0923,0.0025
5853,9528,178,"Shen S, Jiang J, Guo P, Guo L. Facile growth of porous hematite films for photoelectrochemical water splitting. Int J Photoenergy 2013;2013:1–9. https://doi.org/10.1155/2013/174982.",397,FeO,Pt,Ag/AgCl,1,300,410,100,1,NaCl,0.5,6.7,2.2,Ag/AgCl,0.4,0.197,0.9923,0.001
5854,9529,178,"Shen S, Jiang J, Guo P, Guo L. Facile growth of porous hematite films for photoelectrochemical water splitting. Int J Photoenergy 2013;2013:1–9. https://doi.org/10.1155/2013/174982.",397,FeO,Pt,Ag/AgCl,1,300,410,100,1,NaCl,0.5,6.7,2.2,Ag/AgCl,0.3,0.197,0.8923,0
5855,9530,178,"Shen S, Jiang J, Guo P, Guo L. Facile growth of porous hematite films for photoelectrochemical water splitting. Int J Photoenergy 2013;2013:1–9. https://doi.org/10.1155/2013/174982.",397,FeO,Pt,Ag/AgCl,1,300,410,100,1,NaCl,0.5,6.7,2.2,Ag/AgCl,0.2,0.197,0.7923,0
5856,9531,178,"Shen S, Jiang J, Guo P, Guo L. Facile growth of porous hematite films for photoelectrochemical water splitting. Int J Photoenergy 2013;2013:1–9. https://doi.org/10.1155/2013/174982.",397,FeO,Pt,Ag/AgCl,1,300,410,100,1,NaCl,0.5,6.7,2.2,Ag/AgCl,0.1,0.197,0.6923,0
5857,9532,178,"Shen S, Jiang J, Guo P, Guo L. Facile growth of porous hematite films for photoelectrochemical water splitting. Int J Photoenergy 2013;2013:1–9. https://doi.org/10.1155/2013/174982.",397,FeO,Pt,Ag/AgCl,1,300,410,100,1,NaCl,0.5,6.7,2.2,Ag/AgCl,0,0.197,0.5923,0
5858,9706,181,"Sun Y, Murphy CJ, Reyes-Gil KR, Reyes-Garcia EA, Lilly JP, Raftery D. Carbon-doped in2O3 films for photoelectrochemical hydrogen production. Int J Hydrogen Energy 2008;33:5967–74. https://doi.org/10.1016/j.ijhydene.2008.07.100.",344,InO,Pt plate,Ag/AgCl,1,300,410,130,0,KOH,1,14,3.2,Ag/AgCl,-0.301,0.197,0.722,0.015
5859,9707,181,"Sun Y, Murphy CJ, Reyes-Gil KR, Reyes-Garcia EA, Lilly JP, Raftery D. Carbon-doped in2O3 films for photoelectrochemical hydrogen production. Int J Hydrogen Energy 2008;33:5967–74. https://doi.org/10.1016/j.ijhydene.2008.07.100.",344,InO,Pt plate,Ag/AgCl,1,300,410,130,0,KOH,1,14,3.2,Ag/AgCl,-0.199,0.197,0.824,0.028
5860,9708,181,"Sun Y, Murphy CJ, Reyes-Gil KR, Reyes-Garcia EA, Lilly JP, Raftery D. Carbon-doped in2O3 films for photoelectrochemical hydrogen production. Int J Hydrogen Energy 2008;33:5967–74. https://doi.org/10.1016/j.ijhydene.2008.07.100.",344,InO,Pt plate,Ag/AgCl,1,300,410,130,0,KOH,1,14,3.2,Ag/AgCl,-0.1,0.197,0.923,0.071
5861,9709,181,"Sun Y, Murphy CJ, Reyes-Gil KR, Reyes-Garcia EA, Lilly JP, Raftery D. Carbon-doped in2O3 films for photoelectrochemical hydrogen production. Int J Hydrogen Energy 2008;33:5967–74. https://doi.org/10.1016/j.ijhydene.2008.07.100.",344,InO,Pt plate,Ag/AgCl,1,300,410,130,0,KOH,1,14,3.2,Ag/AgCl,0,0.197,1.023,0.068
5862,9710,181,"Sun Y, Murphy CJ, Reyes-Gil KR, Reyes-Garcia EA, Lilly JP, Raftery D. Carbon-doped in2O3 films for photoelectrochemical hydrogen production. Int J Hydrogen Energy 2008;33:5967–74. https://doi.org/10.1016/j.ijhydene.2008.07.100.",344,InO,Pt plate,Ag/AgCl,1,300,410,130,0,KOH,1,14,3.2,Ag/AgCl,0.098,0.197,1.121,0.089
5863,9711,181,"Sun Y, Murphy CJ, Reyes-Gil KR, Reyes-Garcia EA, Lilly JP, Raftery D. Carbon-doped in2O3 films for photoelectrochemical hydrogen production. Int J Hydrogen Energy 2008;33:5967–74. https://doi.org/10.1016/j.ijhydene.2008.07.100.",344,InO,Pt plate,Ag/AgCl,1,300,410,130,0,KOH,1,14,3.2,Ag/AgCl,0.202,0.197,1.225,0.094
5864,9712,181,"Sun Y, Murphy CJ, Reyes-Gil KR, Reyes-Garcia EA, Lilly JP, Raftery D. Carbon-doped in2O3 films for photoelectrochemical hydrogen production. Int J Hydrogen Energy 2008;33:5967–74. https://doi.org/10.1016/j.ijhydene.2008.07.100.",344,InO,Pt plate,Ag/AgCl,1,300,410,130,0,KOH,1,14,3.2,Ag/AgCl,0.299,0.197,1.322,0.111
5865,9713,181,"Sun Y, Murphy CJ, Reyes-Gil KR, Reyes-Garcia EA, Lilly JP, Raftery D. Carbon-doped in2O3 films for photoelectrochemical hydrogen production. Int J Hydrogen Energy 2008;33:5967–74. https://doi.org/10.1016/j.ijhydene.2008.07.100.",344,InO,Pt plate,Ag/AgCl,1,300,410,130,0,KOH,1,14,3.2,Ag/AgCl,0.397,0.197,1.42,0.112
5866,9714,181,"Sun Y, Murphy CJ, Reyes-Gil KR, Reyes-Garcia EA, Lilly JP, Raftery D. Carbon-doped in2O3 films for photoelectrochemical hydrogen production. Int J Hydrogen Energy 2008;33:5967–74. https://doi.org/10.1016/j.ijhydene.2008.07.100.",344,InO,Pt plate,Ag/AgCl,1,300,410,130,0,KOH,1,14,3.2,Ag/AgCl,0.501,0.197,1.524,0.142
5867,9715,181,"Sun Y, Murphy CJ, Reyes-Gil KR, Reyes-Garcia EA, Lilly JP, Raftery D. Carbon-doped in2O3 films for photoelectrochemical hydrogen production. Int J Hydrogen Energy 2008;33:5967–74. https://doi.org/10.1016/j.ijhydene.2008.07.100.",344,InO,Pt plate,Ag/AgCl,1,300,410,130,0,KOH,1,14,3.2,Ag/AgCl,0.601,0.197,1.624,0.151
5868,9716,181,"Sun Y, Murphy CJ, Reyes-Gil KR, Reyes-Garcia EA, Lilly JP, Raftery D. Carbon-doped in2O3 films for photoelectrochemical hydrogen production. Int J Hydrogen Energy 2008;33:5967–74. https://doi.org/10.1016/j.ijhydene.2008.07.100.",344,InO,Pt plate,Ag/AgCl,1,300,410,130,0,KOH,1,14,3.2,Ag/AgCl,0.701,0.197,1.724,0.147
5869,9717,181,"Sun Y, Murphy CJ, Reyes-Gil KR, Reyes-Garcia EA, Lilly JP, Raftery D. Carbon-doped in2O3 films for photoelectrochemical hydrogen production. Int J Hydrogen Energy 2008;33:5967–74. https://doi.org/10.1016/j.ijhydene.2008.07.100.",344,InO,Pt plate,Ag/AgCl,1,300,410,130,0,KOH,1,14,3.2,Ag/AgCl,0.802,0.197,1.825,0.156
5870,9718,181,"Sun Y, Murphy CJ, Reyes-Gil KR, Reyes-Garcia EA, Lilly JP, Raftery D. Carbon-doped in2O3 films for photoelectrochemical hydrogen production. Int J Hydrogen Energy 2008;33:5967–74. https://doi.org/10.1016/j.ijhydene.2008.07.100.",345,InO,Pt plate,Ag/AgCl,1,300,387,130,0,KOH,1,14,3.2,Ag/AgCl,-0.304,0.197,0.719,0.001
5871,9719,181,"Sun Y, Murphy CJ, Reyes-Gil KR, Reyes-Garcia EA, Lilly JP, Raftery D. Carbon-doped in2O3 films for photoelectrochemical hydrogen production. Int J Hydrogen Energy 2008;33:5967–74. https://doi.org/10.1016/j.ijhydene.2008.07.100.",345,InO,Pt plate,Ag/AgCl,1,300,387,130,0,KOH,1,14,3.2,Ag/AgCl,-0.206,0.197,0.817,0.002
5872,9720,181,"Sun Y, Murphy CJ, Reyes-Gil KR, Reyes-Garcia EA, Lilly JP, Raftery D. Carbon-doped in2O3 films for photoelectrochemical hydrogen production. Int J Hydrogen Energy 2008;33:5967–74. https://doi.org/10.1016/j.ijhydene.2008.07.100.",345,InO,Pt plate,Ag/AgCl,1,300,387,130,0,KOH,1,14,3.2,Ag/AgCl,-0.102,0.197,0.921,0.002
5873,9721,181,"Sun Y, Murphy CJ, Reyes-Gil KR, Reyes-Garcia EA, Lilly JP, Raftery D. Carbon-doped in2O3 films for photoelectrochemical hydrogen production. Int J Hydrogen Energy 2008;33:5967–74. https://doi.org/10.1016/j.ijhydene.2008.07.100.",345,InO,Pt plate,Ag/AgCl,1,300,387,130,0,KOH,1,14,3.2,Ag/AgCl,0,0.197,1.023,0.016
5874,9722,181,"Sun Y, Murphy CJ, Reyes-Gil KR, Reyes-Garcia EA, Lilly JP, Raftery D. Carbon-doped in2O3 films for photoelectrochemical hydrogen production. Int J Hydrogen Energy 2008;33:5967–74. https://doi.org/10.1016/j.ijhydene.2008.07.100.",345,InO,Pt plate,Ag/AgCl,1,300,387,130,0,KOH,1,14,3.2,Ag/AgCl,0.099,0.197,1.122,0.029
5875,9723,181,"Sun Y, Murphy CJ, Reyes-Gil KR, Reyes-Garcia EA, Lilly JP, Raftery D. Carbon-doped in2O3 films for photoelectrochemical hydrogen production. Int J Hydrogen Energy 2008;33:5967–74. https://doi.org/10.1016/j.ijhydene.2008.07.100.",345,InO,Pt plate,Ag/AgCl,1,300,387,130,0,KOH,1,14,3.2,Ag/AgCl,0.197,0.197,1.22,0.033
5876,9724,181,"Sun Y, Murphy CJ, Reyes-Gil KR, Reyes-Garcia EA, Lilly JP, Raftery D. Carbon-doped in2O3 films for photoelectrochemical hydrogen production. Int J Hydrogen Energy 2008;33:5967–74. https://doi.org/10.1016/j.ijhydene.2008.07.100.",345,InO,Pt plate,Ag/AgCl,1,300,387,130,0,KOH,1,14,3.2,Ag/AgCl,0.299,0.197,1.322,0.036
5877,9725,181,"Sun Y, Murphy CJ, Reyes-Gil KR, Reyes-Garcia EA, Lilly JP, Raftery D. Carbon-doped in2O3 films for photoelectrochemical hydrogen production. Int J Hydrogen Energy 2008;33:5967–74. https://doi.org/10.1016/j.ijhydene.2008.07.100.",345,InO,Pt plate,Ag/AgCl,1,300,387,130,0,KOH,1,14,3.2,Ag/AgCl,0.401,0.197,1.424,0.038
5878,9726,181,"Sun Y, Murphy CJ, Reyes-Gil KR, Reyes-Garcia EA, Lilly JP, Raftery D. Carbon-doped in2O3 films for photoelectrochemical hydrogen production. Int J Hydrogen Energy 2008;33:5967–74. https://doi.org/10.1016/j.ijhydene.2008.07.100.",345,InO,Pt plate,Ag/AgCl,1,300,387,130,0,KOH,1,14,3.2,Ag/AgCl,0.501,0.197,1.524,0.036
5879,9727,181,"Sun Y, Murphy CJ, Reyes-Gil KR, Reyes-Garcia EA, Lilly JP, Raftery D. Carbon-doped in2O3 films for photoelectrochemical hydrogen production. Int J Hydrogen Energy 2008;33:5967–74. https://doi.org/10.1016/j.ijhydene.2008.07.100.",345,InO,Pt plate,Ag/AgCl,1,300,387,130,0,KOH,1,14,3.2,Ag/AgCl,0.603,0.197,1.626,0.036
5880,9728,181,"Sun Y, Murphy CJ, Reyes-Gil KR, Reyes-Garcia EA, Lilly JP, Raftery D. Carbon-doped in2O3 films for photoelectrochemical hydrogen production. Int J Hydrogen Energy 2008;33:5967–74. https://doi.org/10.1016/j.ijhydene.2008.07.100.",345,InO,Pt plate,Ag/AgCl,1,300,387,130,0,KOH,1,14,3.2,Ag/AgCl,0.7,0.197,1.723,0.036
5881,9729,181,"Sun Y, Murphy CJ, Reyes-Gil KR, Reyes-Garcia EA, Lilly JP, Raftery D. Carbon-doped in2O3 films for photoelectrochemical hydrogen production. Int J Hydrogen Energy 2008;33:5967–74. https://doi.org/10.1016/j.ijhydene.2008.07.100.",345,InO,Pt plate,Ag/AgCl,1,300,387,130,0,KOH,1,14,3.2,Ag/AgCl,0.802,0.197,1.825,0.039
5882,9730,181,"Sun Y, Murphy CJ, Reyes-Gil KR, Reyes-Garcia EA, Lilly JP, Raftery D. Carbon-doped in2O3 films for photoelectrochemical hydrogen production. Int J Hydrogen Energy 2008;33:5967–74. https://doi.org/10.1016/j.ijhydene.2008.07.100.",346,InO,Pt plate,Ag/AgCl,1,300,387,130,0,KOH,1,14,2.7,Ag/AgCl,-0.304,0.197,0.719,0.003
5883,9731,181,"Sun Y, Murphy CJ, Reyes-Gil KR, Reyes-Garcia EA, Lilly JP, Raftery D. Carbon-doped in2O3 films for photoelectrochemical hydrogen production. Int J Hydrogen Energy 2008;33:5967–74. https://doi.org/10.1016/j.ijhydene.2008.07.100.",346,InO,Pt plate,Ag/AgCl,1,300,387,130,0,KOH,1,14,2.7,Ag/AgCl,-0.202,0.197,0.821,0.002
5884,9732,181,"Sun Y, Murphy CJ, Reyes-Gil KR, Reyes-Garcia EA, Lilly JP, Raftery D. Carbon-doped in2O3 films for photoelectrochemical hydrogen production. Int J Hydrogen Energy 2008;33:5967–74. https://doi.org/10.1016/j.ijhydene.2008.07.100.",346,InO,Pt plate,Ag/AgCl,1,300,387,130,0,KOH,1,14,2.7,Ag/AgCl,-0.104,0.197,0.919,0.013
5885,9733,181,"Sun Y, Murphy CJ, Reyes-Gil KR, Reyes-Garcia EA, Lilly JP, Raftery D. Carbon-doped in2O3 films for photoelectrochemical hydrogen production. Int J Hydrogen Energy 2008;33:5967–74. https://doi.org/10.1016/j.ijhydene.2008.07.100.",346,InO,Pt plate,Ag/AgCl,1,300,387,130,0,KOH,1,14,2.7,Ag/AgCl,-0.002,0.197,1.021,0.029
5886,9734,181,"Sun Y, Murphy CJ, Reyes-Gil KR, Reyes-Garcia EA, Lilly JP, Raftery D. Carbon-doped in2O3 films for photoelectrochemical hydrogen production. Int J Hydrogen Energy 2008;33:5967–74. https://doi.org/10.1016/j.ijhydene.2008.07.100.",346,InO,Pt plate,Ag/AgCl,1,300,387,130,0,KOH,1,14,2.7,Ag/AgCl,0.1,0.197,1.123,0.049
